Sentence,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,A-anim,A-numb,A-rform,A-rstat,A-sp,A-uniq,A-fam
minas mat kaŋ.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
Taki maŋn johts,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
kol vars.,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
Mań moꞩne jaɧpiɧentьl tenkitent mat oleɧa.,0,A,AV,NoPtcl,npst,ind,none,npfv,H,du,barenp,act,sp,uniq,strg
"Toha o<ɔ̄>lь<i>mat<ē>n jaɧpiɧe, jaɧaɧьte nu<>>pil {potьrtaŋke} pats.",0,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
M<ē>n humus akjot ēlal̩e ɔ̄laŋke {patьm<ē>n}.,0,A,APV,NoPtcl,npst,ind,quest,pfv,1,du,pron,act,sp,uniq,sap
 Jaɧaɧьte {potьrtaŋke} pats:,0,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,top,sp,uniq,strg
"att'e, m<ē>n hum<m>us o<ɔ̄>lsm<ē>n",0,A,AV,NoPtcl,pst,ind,none,npfv,1,du,pron,act,sp,uniq,sap
" <ē>lal̩e ō<ɔ̄>laŋke patь<i>men""",0,A,PV,NoPtcl,npst,ind,none,npfv,1,du,zero,top,sp,uniq,sap
Jaɧpiɧe os {pats} potьrtaŋke:,0,A,AVP,NoPtcl,pst,ind,none,pfv,H,sg,possnp,top,sp,uniq,strg
"""T<ɔ̄>r<u̮>m tɔha at l<ā>vs jaɧaɧьte jaɧpiɧe jot ō<ɔ̄>laŋke"".",0,A,AVP,NoPtcl,pst,ind,neg,pfv,H,sg,barenp,fam,sp,uniq,strg
Ɔs potьrtь:,X,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
m<ē>n akan<=>ke mi<ń>ьmen[n],0,A,AV,NoPtcl,npst,irr,none,pfv,1,du,pron,act,sp,uniq,sap
hunta <ē>l<ɒ>mholast olaŋke pateɧьt,0,A,APV,NoPtcl,npst,ind,none,npfv,H,pl,barenp,typid,nonsp,nuniq,strg
tan tah jaɧpiɧantьl jaɧaɧьjantьl akjot olaŋke pateɧьt.,0,A,APV,NoPtcl,npst,ind,none,npfv,H,pl,pron,typid,nonsp,nuniq,strg
M[ā]ɧum tah t<ē>lьɧ<ɣ>a<ŋ́>ke pateɧьt.,0,A,APV,NoPtcl,npst,ind,none,npfv,H,pl,barenp,typid,nonsp,nuniq,strg
jaɧ<ā>ɧьte l<ā>tьŋ<n̥> at <(> huntlьs <).> {χȯntləs},0,A,V,NoPtcl,pst,ind,neg,pfv,H,sg,zero,top,sp,uniq,strg
kantmima ꞩiretьl noh {nɔ̄χ} l̩ul̩matas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
mashatas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
mo<ɔ̄>t m<ā>nn mińas.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
Ho<ɔ̄>sa o<ɔ̄>lme vat<'>i o<ɔ̄>lme jujipalt no<ɔ̄>saŋke pats.,0,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"""Hum<m>us am amk<ē>mt oleɧom {ɔ̄lèɣu̮m},",0,A,AV,NoPtcl,npst,ind,quest,npfv,1,sg,zero,top,sp,uniq,sap
Kona kali,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
juv ꞩalti,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"ꞩar n<ē> <ū>nl<i>,",0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,top,sp,uniq,strg
kaseɧ {kası̮ŋı̮ɣ} o<ɔ̄>laŋke {j<ē>mt[i]<s̥>}.,0,A,PV,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
Man̩ moꞩne jaɧpiɧe minam jujipalt. Tak<k><ē>t<è> n<ē>tal humtal m<ā>t<ē>t o<ɔ̄>lьmate nomsi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg
Hotma<u>s tav o<ɔ̄>li,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,pron,top,sp,uniq,strg
manь<ə>r tav v<ā>ri,1,A,PAV,NoPtcl,npst,ind,none,npfv,H,sg,pron,top,sp,uniq,strg
"noh sunsilom"". {nɔ̄χsu>nsilu̮m}.",1,AP,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap
man̩ moꞩne mashatas,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg
pi<u>nat[a]s,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
{jaɣāɣi} kona k<ȧ>ls,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg
<ē>lal̩<l'>e jommiɧti<ə>s. {jɔ̄mmı̮ɣtəs},0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
akmater<t> hotpa kol k<ē>laŋke pat<s̥>,0,A,APV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,ref,sp,uniq,weak
l̩apan minas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
jaɧpiɧe o<ɔ̄>ln<ē>te h<ū>ripa.,0,A,AV,NoPtcl,npst,evid,none,npfv,I,sg,zero,top,sp,uniq,strg
"isnis l̩apan minas,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"isnisnьl juvl̩e su<>>nsi,",X,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
<ā>vin minas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
juv ꞩalt<ə>s,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
palnupi<ə>l su<>>nsi,X,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
"n<ē> <ū>nli,",0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,weak
at potь<ə>rti.,X,A,V,NoPtcl,npst,ind,neg,npfv,H,sg,zero,top,sp,uniq,strg
l̩apan minas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
ꞩar n<ē> <ū>nli.,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,top,sp,uniq,strg
man̩ moꞩne koln ꞩaltьs,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg
jivn<ē> <ū>nlo<u>m kann <ū>nt<ə>s.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
toha <ū>nlimate konn jaɧ<>>piɧ<>>e ti johtame sijtь.,0,A,AV,ti,npst,ind,none,npfv,I,abst,possnp,ref,sp,uniq,weak
man̩ moꞩhum koln juiv ꞩaltьs,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
man̩ moꞩhum jiv n<ē>te nupi<l̩> su<>>nsi:,X,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,top,sp,uniq,strg
v<ā>rom jiv n<ē>te junshati.,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,possnp,act,sp,uniq,strg
man̩ moꞩhum hot<=>ꞩav<u̯>təs,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
i a<ń>iɧlahtaŋke jiv n<ē>te palt laki<ə>s.,0,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
a<ń>iɧlahtas<e̮>ɧ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
sipiɧlahtas<e̮>ɧ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
<ē>l<al'e> o<ɔ̄>lmiɧtaseɧa.,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
ten o<ɔ>ln<ē>t<ē>n palь<i>t<ь>əl n<ē>te humite nupi<ə>l vi<ł̩>te at {taktalite},1,AP,APV,NoPtcl,npst,ind,neg,npfv,H,sg,possnp,act,sp,uniq,strg
on̩ꞩe<u>m piɧ<ē>n hajtь<i>ɧtane<e> jan<ь>it<t>e<ı̮>ɧ jemti<ə>s.,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
<ā>ꞩe aliꞩlaŋke minam jujupalt kona k<ȧ>ls.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
akmatert n̩<ā>le pors <ā>nj<á>n pats.,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,top,sp,uniq,strg
pors<ā>n̩at hotpa n<ē> {potьrtan<ē>te} sijt<ь>i.,0,A,AV,NoPtcl,npst,ind,none,npfv,I,abst,possnp,ref,sp,uniq,weak
Toha l<ā>vi:,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
"k<ā>te sajs,",0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,uniq,sp,uniq,weak
"l<ā>ɧle sajs.""",0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,uniq,sp,uniq,weak
juv hajtьs.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
s̩<ā>n̩e nupi<ə>l potь<ə>rtaŋke pats:,0,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
am kon n̩<ā>lo<u̮>m pohtь<i>man pors<ā>n̩<á>n pats.,0,A,V,NoPtcl,pst,ind,none,pfv,I,sg,possnp,uniq,sp,uniq,strg
ak matert pors<ā>n̩<á>t hotpa ne potьrtaŋke {pats},0,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg
toha l<ā>vi:,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
k<ā>te sajs,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,uniq,sp,uniq,weak
"l<ā>ɧle sajs.""",0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,uniq,sp,uniq,weak
ꞩ<ā>ne l<ā>vi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
<ā>ꞩi<ə>n o<ɔ̄>liman ul potьrten.,X,A,V,NoPtcl,npst,imp,neg,pfv,2,sg,zero,top,sp,uniq,sap
"piɧriꞩ ꞩ<ā>ne l<ā>tьnьn at hu<on>tlas,",0,A,AV,NoPtcl,pst,ind,neg,pfv,H,sg,barenp,act,sp,uniq,strg
<ā>ꞩe jun o<ɔ̄>liman os kona kals.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
kona kals:,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
os porsan̩<á>n pats.,0,A,V,NoPtcl,pst,ind,none,pfv,I,sg,zero,top,sp,uniq,strg
akmatert pors<ā>n̩<á> os tь hotpa potьrtaŋke pats.,0,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,demnp,fam,sp,uniq,strg
tɔha l<ā>vi:,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
kate sajs,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,uniq,sp,uniq,weak
os laŋle sajs,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,uniq,sp,uniq,weak
"man̩ moꞩne jaɧpiɧentьl akjot <ō>leɧa.""",0,A,AV,NoPtcl,npst,ind,none,npfv,H,du,barenp,fam,sp,uniq,strg
piɧ<ɣ>riꞩ ti l<ā>tьŋ. holme juji palt mol̩ah juv hajts.,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
"ꞩan̩e, <ā>ꞩe nupil potьrtaŋkv pats.",0,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
toha l<ā>vi.,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
""" am kon n̩al pahtьmamin {paχtimamən} n̩<ā>lo<u̮>m porsan̩<á>n pats,",0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,fam,sp,uniq,strg
porsan̩<á>t hotpa ne potьrtaŋkv pats.,0,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg
toha l<ā>vs:,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
k<ā>te sajs,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,uniq,sp,uniq,weak
"as laŋle sajs,",0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,uniq,sp,uniq,weak
"Man̩ moꞩne joɧpiɧenьtl akjot oleɧa.""",0,A,AV,NoPtcl,npst,ind,none,npfv,H,du,barenp,fam,sp,uniq,strg
man̩ moꞩne piɧe nipil l<ā>vi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
"naŋ manure<ı̮>ɧ su<>>mp potьr potьrteɧ<ɣ>ьŋ,",1,A,APV,NoPtcl,npst,ind,quest,npfv,2,sg,pron,act,sp,uniq,sap
hɔ̆ŋɧa pi<u>no<u̮>m n<ē> o<ɔ̄>li.,0,A,AV,NoPtcl,npst,ind,quest,npfv,H,sg,barenp,act,sp,uniq,strg
Man̩ moꞩhum piɧe toha potьrtam<um> jujupalt _ nomsaŋkv pats.,0,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
Mana sir jiv n<ē> sajs porsan̩<á>t,0,A,AV,NoPtcl,pst,ind,quest,pfv,H,sg,barenp,act,sp,uniq,strg
os manьsir man̩ moꞩn<ē> jot am oleɧum.,0,A,AV,NoPtcl,npst,ind,quest,npfv,1,sg,pron,act,sp,uniq,sap
"os nomsi,",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
man̩ moꞩhum n<ē>te (jaɧaɧь<i>te) nupil kantьŋɧeha {kantəŋı̮ɣa~kanəŋı̮ɣ} ł̩aɧis:,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
n<ē>te nupi<ə>l su<>>nsi-,X,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
Man̩ moꞩhum l<ā>vi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg
"elamholas jisiɧ ho<ɔ̄>tal t<ē>li,",0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,typid,nonsp,nuniq,weak
taml̩e n<ē> ultelь<i>!,0,A,AV,NoPtcl,npst,ind,neg,pfv,H,sg,demnp,act,sp,uniq,strg
"Jaɧ<ā>ɧьte, jaɧpiɧe palt neɧeɧ ul minь<i>,",0,A,AV,NoPtcl,npst,ind,neg,pfv,H,sg,possnp,typid,nonsp,nuniq,strg
"to<ɔ̄>r<ŏ̯>m toha at lavs.""",0,A,AV,NoPtcl,pst,ind,neg,pfv,H,sg,barenp,fam,sp,uniq,strg
Man̩ moꞩhum jaɧ<ā>ɧьte alam jujupalt mot m<ā>n minas.,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
Hōsa o<ɔ̄>lmen vati <ō>lmen jujupalt piɧe l<ā>vi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
am p<ē>s o<ɔ̄>lum kano<u̮>mn jaleɧo<u̮>m.,0,A,AV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap
Mashat-as,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
punhatas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
ēl=jommi{ɣ}tas.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
Hōsa kane vati kane jomme jujipalt kole palt jahts. {joχts̥},0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"kol <ā>vsunt jomi{ɣ}tьmate, akmatert h<ŏ>tpa n<ē> potьtaŋkv<e> pats",0,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg
toha l<ā>vi:,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
pors<e̮>ɧ at min<as>.,0,A,V,NoPtcl,pst,ind,neg,pfv,H,sg,zero,top,sp,uniq,strg
an̩ {porɧe<ı̮>ɧ} t<ē>ls,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
v<ō>rto<ɔ̄>lnut johti,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,barenp,typid,sp,nuniq,nfam
"i {elamholasi<ı̮>ɧ} j<ē>mti.""",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
Man̩ moꞩhum piɧ tь<i> l<ā>tьŋ hols,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
i juv minas.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
Juv johtьs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"<ā>ꞩe nupil potьrtaŋ<ke> pats,",0,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
toha l<ā>vi:,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"""Sart o<ɔ̄>lom p<ā>ɧ<ɣ>ьl jorm<ē>n palt jalso<u̮>m,",0,A,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap
jomiɧtan<e>m m<ŏ>s akmatert hotpa potьrtaŋkv<e> pats.,0,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,ref,sp,uniq,weak
toha l<ā>vi:,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
porse<ь>ɧ at minь<as>.,0,A,V,NoPtcl,pst,ind,neg,pfv,H,sg,zero,top,sp,uniq,strg
"an̩ tels porɧe<ı̮>ɧ,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
v<ō>rt<ō>lnut joht<ь>i,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,barenp,typid,sp,nuniq,nfam
"i j<ē>mtь<i> <ē>lamholas<ı̮>ɧ.""",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
<ā>ꞩe l<ā>vi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
"""v<ō>r n<ē> v<ōr> hum <ł̩>oŋhe at mari.",0,A,AV,NoPtcl,npst,ind,neg,pfv,H,sg,barenp,ref,sp,uniq,strg
v<ō>rt<ō>lnut <ē>ka jom<ı̮>ɧ<ɣ>tь<i>mate p<ā>ɧьl jor palt joht<s̥>.,0,A,AV,NoPtcl,pst,ind,none,pfv,A,sg,barenp,ref,sp,uniq,strg
"V<ō>rt<ō>lnut <ē>ka tuvl joms,",0,A,AV,NoPtcl,pst,ind,none,pfv,A,sg,barenp,top,sp,uniq,strg
v<ō>rn minas.,0,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,act,sp,uniq,strg
kol kivern ꞩaltьs,0,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg
i tul kastьl hu<>>jas.,0,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg
Toha ōlьmanьl akmatert v<ō>rt<ō>lnut <ē>ka n̩avremane nupi<ə>l potьrtaŋkv pats,0,A,APV,NoPtcl,pst,ind,none,pfv,A,sg,barenp,top,sp,uniq,strg
toha l<ā>vi {<ā>ŋkve hanstom varmil̩},0,A,V,NoPtcl,npst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg
Tav vōŋha <ā>vs<ū>nt r<ɔ̆>ŋhaŋkv<e> patь<i>.,0,A,APV,NoPtcl,npst,ind,none,pfv,A,sg,pron,act,sp,uniq,strg
Tav roŋhne su<i>jetьl <ū>sьŋ o<ɔ̄>tьr o<ɔ̄>jka h<ū>r<ŏ̯>m piɧ johteɧ<ɣ>ьt.,0,A,AV,NoPtcl,npst,ind,none,pfv,H,pl,barenp,ref,sp,uniq,nfam
i juv mineɧьt.,0,A,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
Jun <ē>t huleɧt,0,A,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
<ā>ꞩanьl nupi<ə>l {lāweɣt},0,A,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
i kitьt h<ō>tal man paltuv[i]n̥ juvt.,0,A,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
"Tan vōŋha āvsumntn johteɧ<ɣ>[i]t,",0,A,AV,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
am tah kona lakaseɣ{ŏ̯m} {ɣŏ̯m}.,0,A,AV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap
V<ō>rt<ō>lnut n̩avremaɧe nupi<ə>l l<ā>vs:,0,A,V,NoPtcl,pst,ind,none,pfv,A,sg,barenp,top,sp,uniq,strg
n<ē>n os kona lakas<ē>na.,0,A,AV,NoPtcl,npst,imp,none,pfv,2,du,pron,act,sp,uniq,sap
elamholas <ā>ɧь<i>te nupi<ə>l {potьrtaŋkv} pats:,0,A,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,act,sp,uniq,strg
"nomsaŋk<e> pateɧ<ɣ>ь<ı̮>t,",0,A,PV,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
<ā>ꞩanьl man̩ piɧe nupil tah l<ā>vi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,fam,sp,uniq,strg
naŋ juv ꞩa<łt>sen,0,A,AV,NoPtcl,npst,imp,none,pfv,2,sg,pron,act,sp,uniq,sap
<ū>sьŋ o<ɔ̄>tьr o<ɔ̄>jka man̩ piɧ tah v<ɔ̄>ŋha kivern ꞩałt<ь>i.,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg
naŋ kona sup tal ul kalen,0,A,AV,NoPtcl,npst,imp,neg,pfv,2,sg,pron,top,sp,uniq,sap
kona uꞩti kalen.,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap
os kona kaleɧьn.,0,A,V,NoPtcl,npst,ind,none,pfv,2,sg,zero,top,sp,uniq,sap
man taltьma sunuvn ul talen.,0,A,V,NoPtcl,npst,imp,neg,pfv,2,sg,zero,top,sp,uniq,sap
Tuv[i]l̥ ta jujupalt naŋki jomaŋk[v]e paten.,0,A,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap
"os p<ā>ɧьl <ł̩>apan johtь<i>jan,",0,A,V,NoPtcl,npst,ind,none,pfv,2,sg,zero,top,sp,uniq,sap
naŋ p<ā>ɧьl[ь]n ul minen.,0,A,AV,NoPtcl,npst,imp,neg,pfv,2,sg,zero,top,sp,uniq,sap
"tananь<ə>l n<ē> ke <ē>ri,",0,A,AV,NoPtcl,npst,irr,none,npfv,H,sg,barenp,typid,sp,nuniq,nfam
p<ā>ɧьlnьl n<ē> [v]os k<ē>tь<e>ɧ[ь]t̥.,1,A,PV,NoPtcl,npst,ind,none,pfv,H,pl,barenp,typid,sp,nuniq,nfam
naŋ mashaten,0,A,AV,NoPtcl,npst,imp,none,pfv,2,sg,pron,act,sp,uniq,sap
punhaten,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap
uꞩ p<ā>ɧьln minen.,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap
"os, naŋ p<ā>ɧьln johteɧьn",0,A,AV,NoPtcl,npst,ind,none,pfv,2,sg,pron,top,sp,uniq,sap
man t<ū>lьma koluv[i]n̥ juv ꞩałtin.,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap
"jun, naŋ tah ꞩa<ł>teɧьn",0,A,AV,NoPtcl,npst,ind,none,pfv,2,sg,pron,top,sp,uniq,sap
naŋ ul=t<ā>jen.,X,A,AV,NoPtcl,npst,imp,neg,pfv,2,sg,pron,act,sp,uniq,sap
naŋ t<ē>ɧьŋk[v]e {tēɣən=ke},X,A,AV,NoPtcl,npst,irr,none,pfv,2,sg,pron,top,sp,uniq,sap
"<ō>s tantah h<ū>r<ŏ>m <ē>t ji<e>keɧ[ь]t,",0,A,AV,NoPtcl,npst,ind,none,pfv,H,pl,pron,act,sp,uniq,strg
juv hul̩ne <ē>t[ь]<t̥> et k<o̯>til̩ k<ē>mt kona kalen.,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap
"ta jujipalt akmatert voŋha avsunt, hotpat johtomanьl sijtь. ",0,A,AV,NoPtcl,npst,ind,none,pfv,I,abst,possnp,ref,sp,uniq,weak
vortolnut eka omɧьman kona laks. ,0,A,AV,NoPtcl,pst,ind,none,pfv,A,sg,barenp,act,sp,uniq,strg
vortolnut {eka} n̩avremeɧ os kona lakasaseɧa.,0,A,AV,NoPtcl,pst,ind,none,pfv,A,du,barenp,fam,sp,uniq,strg
"alpi<ə>l <ū>sьŋ <ō>tьr <ō>jka piɧane jot, mashatast",0,A,AV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,fam,sp,uniq,strg
i minmiɧtast v<ō>rt<ō>lunt v<ō>ŋha palt.,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,barenp,fam,sp,uniq,strg
v<ō>rt<ō>lunt v<ō>ŋha palt johtast.,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
<ū>sьŋ <ō>tьr <ō>jka v<ō>rt<ō>lnut nupi<ə>l ro<ɔ>ŋh<ı̮>ɧli<ə>s:,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg
"V<ō>rt<ō>lnut kona kallen,",0,A,V,NoPtcl,pst,imp,none,pfv,2,sg,barenp,ref,sp,uniq,sap
Ti l<ā>t<n̩>e jujipalt v<ō>rt<ō>lnut <ŏ>mɧьman kona lakas[i]s.,0,A,AV,NoPtcl,pst,ind,none,pfv,A,sg,barenp,act,sp,uniq,strg
<ū>sьŋ <ō>tьr ojka <ō>s piɧane nupil potьrtь<i>.,X,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
"n̩avremt <ō>s sunselan,",1,AP,PV,NoPtcl,npst,imp,none,pfv,2,pl,barenp,act,sp,uniq,sap
