Sentence,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,A-anim,A-numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-numb,O-rform,O-rstat,O-sp,O-uniq,O-fam,File
" ɔs alaste, ",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
pɔ̭̇l'iɣ sāɣrəste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" Ti ńawram tau̯ mȯnt jānı̮ɣmanūu̯ kȯs,",0,A,AV,NoPtcl,npst,irr,none,pfv,H,sg,demnp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" jānı̮ɣmi,",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 tau̯ taχ lāwi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 āꞩ l'aɣali ,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,typid,nonsp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
sāń laɣal'i: ,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,typid,nonsp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
tuu taχ pȯtərti,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,pron,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 Juw̯ minas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" mas χatɒs, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
pinχatɒs: ,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
   minas,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
χottal' pəl nɔmte patəs,0,A,AV,NoPtcl,pst,ind,none,pfv,I,abst,possnp,ref,sp,uniq,weak,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 ań warmal' minas jaɣāɣite nȯ̭pəl,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,ref,sp,uniq,weak,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" tɔ̄rəm tuja jemtəs, ",0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,ref,sp,uniq,weak,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
lȯpta tēls,0,A,AV,NoPtcl,pst,ind,none,pfv,I,mass,barenp,typid,nonsp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
"   pum tēls, ",0,A,AV,NoPtcl,pst,ind,none,pfv,I,mass,barenp,typid,nonsp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
ńir tēls,0,A,AV,NoPtcl,pst,ind,none,pfv,I,mass,barenp,typid,nonsp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 tau kēlpatenəl pȯrı̮ɣ tēls,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,ref,sp,uniq,nfam,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 tuijiɣ jēmtəs,0,A,V,NoPtcl,pst,ind,none,pfv,,,,,,,,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
    wȯrt ɔlnut jālasi,0,A,AV,NoPtcl,npst,ind,none,npfv,A,sg,barenp,ref,sp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" Ur pil kinsi, ",1,A,PV,NoPtcl,npst,ind,none,npfv,A,sg,zero,act,sp,uniq,strg,I,mass,barenp,typid,nonsp,nuniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
wȯr pil kinsi,1,A,PV,NoPtcl,npst,ind,none,npfv,A,sg,zero,top,sp,uniq,strg,I,mass,barenp,typid,nonsp,nuniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" Kinsimete pāu̯l jȯrn, mȯꞩ χum pāu̯l jȯrn χɔ̄ntχatɒs",0,A,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" pȯrı̮ɣ kasalaste,",1,AP,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,fam,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 juu̯=wātəste,1,AP,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" Urn jɔ̄məs, ",0,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
wȯrn jɔ̄məs,0,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 ɔ̄limēte unttəs ńawram,1,A,VP,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,A,mass,barenp,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" tɔχ ɔ̄leɣt, ",0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
pil wāteɣt,1,A,PV,NoPtcl,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,I,mass,barenp,typid,nonsp,nuniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 ēlmχɔlɒs ta sāwatawe,X,P,PV,ta,npst,ind,none,npfv,,,,,,,,H,sg,barenp,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 ꞩāne lāwi: ,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
ēlmχȯlɒs jaɣāɣin ul ȯpētiten,1,A,PV,NoPtcl,npst,imp,neg,npfv,2,sg,zero,act,sp,uniq,strg,H,sg,possnp,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 tɔχ ɔ̄limenəl tuwanəl ti χȯli,0,A,AV,ti,npst,ind,none,pfv,I,sg,dpossnp,ref,sp,uniq,weak,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 Jɔ̄ru̮m takwsiɣiɣ jēmti ,0,A,AV,NoPtcl,npst,ind,none,pfv,I,sg,barenp,fam,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
    mā pol'ɒs,0,A,AV,NoPtcl,pst,ind,none,pfv,I,mass,barenp,uniq,sp,uniq,weak,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 tujt pati,0,A,AV,NoPtcl,npst,ind,none,pfv,I,mass,barenp,typid,nonsp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 wȯrtɔlnut tumajti,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,barenp,fam,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 kȯl wāruŋkwe ti ēri,0,INF-A,AV,ti,npst,ind,none,npfv,,,,,,,,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 mā ti pɔ̄l'i,0,A,AV,ti,npst,ind,none,pfv,I,mass,barenp,uniq,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" kȯl wārne mā kinsɒs, ",1,A,PV,NoPtcl,pst,ind,none,npfv,A,sg,zero,act,sp,uniq,strg,I,sg,barenp,typid,sp,nuniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
χɔntɒs,X,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 kȯl wāri,1,A,PV,NoPtcl,npst,ind,none,npfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,typid,sp,uniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 āstəs,0,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" Wens tȯtəs, ",1,A,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,mass,barenp,typid,nonsp,nuniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
"χasli tȯtəs, ",1,A,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,mass,barenp,typid,nonsp,nuniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
pit'i wārs̥,1,A,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,typid,sp,uniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 Tɔ̄rəm maltip χɔ̄tɒl wārs,1,A,APV,NoPtcl,pst,ind,none,pfv,A,sg,barenp,top,sp,uniq,strg,I,sg,barenp,typid,sp,uniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" ań ꞩāńe kȯna=kwals, ",0,A,AV,NoPtcl,pst,ind,none,pfv,A,sg,dpossnp,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
"χāl' palt minas, ",0,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
"χal' kȯnsəl ꞩurtəste, ",1,AP,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
sās nujiste,1,AP,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,weak,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 juw=tȯtaste,1,AP,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 elmχolas āɣitēn taktəste,1,AP,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" - elmχolas āɣikwe, - lāwi, - ",0,A,V,NoPtcl,npst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
"ti sās pȯlχəl sarteln, ",1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,strg,I,sg,demnp,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
"χanseln, ",1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
matər χansa χanseln,1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,strg,I,sg,barenp,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" tɔtnūw̯ ɔ̄li, ",0,A,V,NoPtcl,npst,ind,none,npfv,,,,,,,,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
NƆ̄Ɔ̄ χūru̮m pı̮ɣ ɔńꞩi,1,A,APV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,uniq,sp,uniq,nfam,H,pl,barenp,ref,sp,uniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 wȯrn juwət,0,A,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 Man taχ NƆ̄Ɔ̄ āmpēn wɔ̄ŋχa āwi χȯrmtawe,1,P,APV,NoPtcl,npst,ind,none,npfv,A,sg,possnp,,,,,I,sg,barenp,uniq,sp,uniq,weak,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" Naŋ taχ, ēlmχolas āɣikwe, mēn χȯtu̮m wārawamēn",X,P,PV,NoPtcl,npst,ind,none,pfv,,,,,,,,1,du,pron,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" Sūjt sāɣrawe, ",X,P,PV,NoPtcl,npst,ind,none,pfv,,,,,,,,I,sg,barenp,typid,sp,uniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
kiwərn wāɣawe,X,P,V,NoPtcl,npst,ind,none,pfv,,,,,,,,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 Naŋ tuw puweln,1,AP,AV,NoPtcl,npst,imp,none,pfv,2,sg,pron,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 Ti sās ta pɔrat sājt ɔwəln tuu̯=puu̯tawēln,1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,strg,I,sg,demnp,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 tau̯ sājte kȯna=χārtite,1,AP,APV,NoPtcl,npst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,I,sg,dpossnp,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 ta porat UƆƆ χūru̮m pi̮ɣe jōt ɔ̄li,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 sājt ɔwəlt ꞩās kāsalawe ,X,P,PV,NoPtcl,npst,ind,none,pfv,,,,,,,,I,sg,barenp,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
UƆƆ lāwi: - ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
akw ēlmχolas āɣi ɔ̄li,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,nfam,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 ꞩāne lawi: - ,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,dpossnp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
"aɣikwe, am manər lāweɣu̮m, ",1,A,APV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,strg,I,abst,npron,undef,nonsp,nuniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
"manər χuńꞩtasu̮m, ",1,A,PV,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,strg,I,abst,npron,undef,nonsp,nuniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
"ul jȯrulen, ",X,A,V,NoPtcl,npst,imp,neg,npfv,2,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
nɔmēln,1,AP,V,NoPtcl,npst,imp,none,npfv,2,sg,zero,top,sp,uniq,strg,I,abst,zero,undef,nonsp,nuniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" taχ jȯχtawēw, ",0,P,V,NoPtcl,npst,ind,none,pfv,,,,,,,,1,pl,zero,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
takwi wȯrtɔ̄lnut ńawrame nȯ̭pəl lāwi: ,0,A,V,NoPtcl,npst,ind,none,pfv,A,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
naŋ mȯlal elmχȯlas jaɣaɣin manarı̮ɣ sawatilən,1,AP,APV,NoPtcl,npst,ind,quest,npfv,2,sg,pron,act,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 tɔ̄rum āꞩēnn men ārı̮taptawesmēn,1,P,APV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,fam,sp,uniq,strg,1,du,pron,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 WƆƆ χūru̮m pı̮ɣe jot juw,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,fam,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
    jȯχtəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 wɔŋχɒ āwi tɔ̄rtawes,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,barenp,fam,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 ten aluŋkwe patwesı̮ɣ,0,INF-P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,A,du,pron,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 ēlmχo las āɣi takwi jānɒs χusapəl wārim ɔ̄li,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 ꞩańe lāwi: - ,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
"tiwus āɣikwe, urɣalaχten",0,A,V,NoPtcl,npst,imp,none,npfv,2,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 matarən ul piꞩtawen,1,P,AV,NoPtcl,npst,imp,neg,pfv,2,sg,zero,top,sp,uniq,strg,U,abst,npron,undef,nonsp,nuniq,nfam,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" mēn χotu̮m wārawamēn, ",X,P,PV,NoPtcl,npst,ind,none,pfv,,,,,,,,1,du,pron,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
"kȯn χārtawamen, ",X,P,V,NoPtcl,npst,ind,none,pfv,,,,,,,,1,du,zero,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
ꞩɔpitawamen,X,P,V,NoPtcl,npst,ind,none,pfv,,,,,,,,1,du,zero,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 mēn sunmēn naŋ ul tālen,0,A,AV,NoPtcl,npst,imp,neg,pfv,2,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 mēn kēlpamen mańiɣ lawen,X,P,V,NoPtcl,npst,ind,none,pfv,,,,,,,,2,sg,zero,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 alwesı̮ɣ ,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,A,du,zero,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
kȯn-χartwesı̮ɣ,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,A,du,zero,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 NƆ̄Ɔ̄ χp lāwi - ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
ɔs ɔ̄li ērəŋ lāwi,0,A,V,NoPtcl,npst,ind,none,npfv,A,mass,zero,ref,nonsp,nuniq,nfam,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" sājt sāɣ ruwes, ",X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,barenp,fam,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
"kiwərn, māɣwəs",X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,zero,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 tau̯ puwəste ,1,AP,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
tuw χansaŋ sās tuu̯ māɣəste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 sājt kȯn=wȯjwes ,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,barenp,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
χansaŋ sās kāsalasət,1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 WƆƆ χūru̮m pı̮ɣ lawi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 Jānı̮ɣ ɔ̄jka lāwi: - ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,ref,sp,uniq,weak,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
ēlmχȯlas āɣi ɔ̄li,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,nfam,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 WƆƆ tuwl pı̮ɣe nupəl lāwi: ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 Naŋ pı̮ɣkwe sipln tɔ̄rən χɔt-pēstēln,1,AP,APV,NoPtcl,npst,imp,none,pfv,2,sg,pron,act,sp,uniq,strg,I,sg,possnp,ref,sp,nuniq,weak,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 tɔ̄re pēstɒste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 sājte kiwərn māɣəste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 l'aɣɒs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 anum tɔ̄nu̮mn lāwum ēlmχolas tı̮ɣ pȱχten,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,uniq,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
    pustēıɣəl kē ɔ̄leɣən,0,A,V,NoPtcl,npst,irr,none,npfv,2,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
    pȯχten,0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
    matər ꞩaŋkwən piꞩtuwes ke,1,P,AV,NoPtcl,pst,irr,none,pfv,I,sg,barenp,typid,sp,nuniq,nfam,H,sg,zero,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
    ul pȯχten,0,A,V,NoPtcl,npst,imp,neg,pfv,2,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 tau pȱχtəs,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" pȱχtəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 kȯn=χārtwes,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,H,sg,zero,top,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
" kātaɣe, pȯ̭ŋkaɣe kȯnn nēı̮ɣla sı̮ɣ",0,A,AV,NoPtcl,pst,ind,none,pfv,I,du,possnp,uniq,sp,uniq,weak,,,,,,,,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
 tɔ̄re tau̯ pȯ̭ŋken lēpwes,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,possnp,act,sp,uniq,strg,NM_Sosva_Chernetsov_47_MMN_final.xlsx - Лист1.csv
