Sentence,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,A-anim,A-numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
 JPN kāte āwi χaln tuu̯ ta tak təste,1,AP,APV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,weak
 MN āni ta wiste,1,AP,APV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 āwi sunt pɔχan ı̯ol ta untəpaste,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 matɒrəl lap ta pantapaste,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 naŋən urimèn,1,A,PV,NoPtcl,npst,ind,none,npfv,1,du,zero,top,sp,uniq,sap,2,sg,pron,act,sp,uniq,sap
" ńɔwəl'e pusən taı̯apasət,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,mass,possnp,act,sp,uniq,strg
" ismite pusən aı̯alasanəl,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,mass,possnp,ref,sp,uniq,weak
 tuwl witəl rau̯tasaste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" tuwl pūte lou̯təs,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,top,sp,uniq,strg
 āniı̯ane low̯təs,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,dpossnp,act,sp,uniq,strg
 wite pusən konn ta rau̯tasaste,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,dpossnp,ref,sp,nuniq,weak
" āniı̯ane mulɣa ūnttı̮ɣpaste,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,dpossnp,act,sp,uniq,strg
" ūte ɔ̄s tuu̯ ūnttı̮ɣpaste, akw ta ɔ̄lum matèn",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
ań pūt ı̯il'pi witəl ta rau tasaste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 ań JPN mastum ı̯iw supe naluw wiste,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
 tuwl naluu̯ kol kann tustite,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" kataɣe χot tarmatsaɣe,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,du,possnp,ref,sp,uniq,weak
" ta porat nɔŋχ amaı̯aste,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 ta ūl maχmane nas rētataliı̯ane,1,AP,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,H,pl,dpossnp,act,sp,uniq,strg
" tuu̯l ta almaı̯aste,",1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 wası̮ɣ χumle wārilum,1,AP,V,NoPtcl,npst,ind,quest,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
" kon ta totəste,",1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 sɔ̄χripn χottal' ta liste,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" - χolit worn uꞩ totilum,",1,AP,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 sɔ̄χripn pinɒslum,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
" ań maχmane ńɔ̄χs ńɔ̄wəl'ane pētsanəl,",1,AP,APV,NoPtcl,pst,ind,none,pfv,H,pl,dpossnp,act,sp,uniq,strg,I,pl,dpossnp,ref,sp,nuniq,nfam
 taı̯anəl pūt ta wārsət,1,A,PV,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 kot'l'e PN pūte paɣ ta wiste,1,AP,APV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,dpossnp,top,sp,uniq,strg
 χūrŭm āni mus ńɔ̄wəl'ane ta χunsane,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,dpossnp,act,sp,uniq,strg
" tuul χūrŭm āni χūrŭm man ta ūnttəsane,",1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,act,sp,uniq,strg
 ńɔ̄wəl' ta totəs,1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam
" NPN ul'ate nɔ̄ŋχ tuꞩtlatas,",1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,dpossnp,fam,sp,uniq,strg
" pūte ta taɣataste,",1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
 ńɔ̄wəl' ta pētite,1,AP,PV,ta,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,act,sp,uniq,strg
" ı̯osanəl pinumtasət,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,pl,possnp,fam,sp,uniq,strg
 - pı̮ɣrisen χotum ti warapeln,1,AP,PV,ti,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,U,abst,npron,act,sp,uniq,strg
" mol χotal, tanaı̯, am pı̮ɣriꞩum alasŭm",1,A,APV,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 ań KPN pı̮ɣriꞩe ta alapaste,1,AP,APV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
 poli ı̯aktlapaste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
 pūte naluu̯ ta pētlı̮ɣ taste,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
 ta paı̯tite,1,AP,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 pı̮ɣriꞩe masnutət ı̯uu̯ supen mastəsane,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
" tuwl kȯt'il' pālèn, pı̮ɣriꞩe χuı̯am mātèn tuu̯ ta ꞩeltumtaste",1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" tuu̯l pūte paɣ ālməste,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
 paɣ ūnttəste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 ńila āni sup ālmaı̯ɒs,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,act,sp,uniq,strg
 am akw āni sup MN palt totilum,1,AP,APV,NoPtcl,npst,ind,none,pfv,1,sg,pron,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 takɔs puweln,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,zero,top,sp,uniq,strg
 alapilmèn,1,AP,V,NoPtcl,npst,ind,none,pfv,1,du,zero,top,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
 - am pı̮ɣriꞩum alapaslŭm,1,AP,APV,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
" paı̯təslŭm,",1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,H,sg,zero,top,sp,uniq,strg
 an ńɔ̄wəl' āni sup wȯı̯eln!,1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg
 naŋ pı̮ɣriꞩən aleɣən,1,A,APV,NoPtcl,npst,ind,none,pfv,2,sg,pron,top,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 taχ anum ɔ̄s ńɔwəl' āni sup χuneɣen,1,A,PV,NoPtcl,npst,ind,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,barenp,typid,nonsp,nuniq,nfam
 ań tii wȯı̯eln,1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,npron,act,sp,uniq,strg
" 'MN awi man χall wārəs,",1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 -tı̮ɣ maı̯eln,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 wȯı̯eln,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
" naŋ tiɣ ke totilən,",1,AP,AV,NoPtcl,npst,irr,none,pfv,2,sg,pron,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 wı̮ɣlŭm,1,AP,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
" MN āniŋ taɣəl kātè χot urmı̮ɣtaste,",1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,weak
 āwi lap pantapaste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
" tuwəl āni, mol χotal ānite pɔ̄χən akwan tuu̯ ta ūnttı̮ɣ paste",1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 tı̮ɣəl ti ı̯oχtawew χumitn,0,P,VA,ti,npst,ind,none,pfv,H,pl,barenp,fam,sp,uniq,strg,1,pl,zero,top,sp,uniq,sap
 ta taı̯apasanəl,1,AP,V,ta,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,sg,zero,fam,sp,uniq,strg
" ı̯il'pi witəl rau̯tasaste,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" tuul pūte ı̯omɒꞩakwe ta lȯu̯təs,",1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
 āniı̯ane lȯu̯tsane,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,dpossnp,act,sp,uniq,strg
 taı̯e χot lȯu̯təs,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,ref,sp,nuniq,weak
 aniı̯ane mulɣa unttı̯ɣpasane,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,dpossnp,act,sp,uniq,strg
" wetra almaı̯as,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 pūtè witəl tāɣle ta sɔ̄sı̮ɣpaste,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
" ı̯osanəl χot ꞩɔ̄pitasanəl,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
" noŋχ tāɣmatsanəl,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 naluu̯ ta wiste,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 kȯlkann tuꞩtite,1,AP,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 tuꞩtəste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" kātaɣe χot wis,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,du,possnp,ref,sp,uniq,weak
 noŋχ almaı̯aste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 χotal' ēt'i totipilŭm,1,AP,V,NoPtcl,npst,ind,quest,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 sɔ̄χripn pi nilum,1,AP,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 χɔlitan wɔ̯̄rn uꞩ totilŭm,1,AP,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
" χumit ńɔ̄χsət nuı̯ɣalasət,",1,A,APV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 pūt tan tawārs,1,A,PAV,ta,pst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,I,sg,zero,ref,sp,nuniq,nfam
" pūte naluu̯ = tāɣataste,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
 nɔ̄χs ńōwəl' ta pētlı̮ɣtaste,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,act,sp,uniq,strg
 paltiı̮ɣtaste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 pāı̮ɣ ūnttı̮ɣpaste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 χūrŭm āni wis,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 χūrŭm āni ńɔ̄wlil ta χunsane,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,act,sp,uniq,strg
 MPN tuu̯ ul'a tuꞩ təs,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 nɔ̄wəl' totəs,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam
 MPN sāɣrapəl sāɣrlataste,1,AP,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,I,mass,zero,ref,sp,nuniq,nfam
 pūte ta tāɣmatɒs,1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,fam,sp,uniq,strg
" -ı̮a, mol'ɒχ, pı̮ɣriꞩən aleln!",1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
" - am χuml'e alilum,",1,AP,AV,NoPtcl,npst,ind,quest,pfv,1,sg,pron,act,sp,uniq,sap,H,sg,zero,top,sp,uniq,strg
" toχ kismaıte,",1,AP,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
 mol'aχ aleln,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
 ta alaste,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
" put taɣmatəs,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 ta pētlı̮ɣtaste,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 matər ta sāɣri,1,A,PV,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,U,abst,npron,ref,nonsp,nuniq,nfam
 ı̯iu̯ sup ı̯uu̯ ti tūləs,1,A,PV,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 ań pı̮ɣrise masuntane ı̯uu̯ supən tuu̯ mastəsane,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,ref,sp,nuniq,nfam
 ta til ta lāplite,1,AP,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" mastəste,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 tuu̯l pāl ou̯lēn tuu̯ ta ꞩēltumtaste,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" takwi pūte paɣ ālmaı̯as,",1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
 paɣ ūnttəɣpaste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" ńila āni wis,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 ta χūnlı̮ɣtaste,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" - ań taχ āni totilum, MN palt",1,AP,PV,NoPtcl,npst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg
" - naŋ kon wȯweln,",1,AP,AV,NoPtcl,npst,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
 wos wı̮ɣte,1,AP,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 ta porat taχ puwèln,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
" am pı̮ɣriꞩŭm alapaslum,",1,AP,APV,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
" paı̯te slum,",1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,H,sg,zero,top,sp,uniq,strg
 ńɔ̄wəl' āni sup naŋən totəslum,1,AP,PV,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,barenp,ref,sp,nuniq,nfam
 ań wȯı̯eln,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 -tı̮ɣ maı̯eln!,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
" naŋ tı̮ɣ toteln,",1,AP,AV,NoPtcl,npst,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 am wı̮ɣlum,1,AP,AV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 āwi χall wārəste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" kona wowite,",1,AP,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
 puu̯nūw te,1,AP,V,NoPtcl,npst,irr,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" āt’i, M N kāte kon at neı̮ɣltite",1,AP,APV,NoPtcl,npst,ind,neg,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
 ań āni winete porat kos puwəste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 kate χot ńartumtaste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,top,sp,uniq,strg
 āwite lap pantupaste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
" ań āni wis,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 mol χotal āniı̯aɣe palt tuu̯ ūnttı̮ɣ paste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 -ı̯a manurəl at puwəslən?,1,AP,V,NoPtcl,pst,ind,neg,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
 - mat pȯsum kāte l'apan at mı̮ɣte!,1,AP,PV,NoPtcl,npst,ind,neg,npfv,H,sg,zero,act,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
" āniı̯anəl ūnttəlmatəst,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
 ta taı̯apa sanəl,1,AP,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 ismite pusən aı̯alasanəl,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,mass,possnp,ref,sp,nuniq,weak
 pālen χuı̯ūptaslum,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,H,sg,zero,top,sp,uniq,strg
" nɔ̄ŋχ kuriitilum,",1,AP,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
" pālènəl naluw ti almaı̯aste,",1,AP,V,ti,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 kol kann tuu̯ ti tuꞩtı̮ɣpaste,1,AP,V,ti,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" tau̯ kātaɣe χot wis,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,du,possnp,ref,sp,uniq,weak
 nɔ̄ŋχ almaı̯aste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 pūt ta tāɣmatɒs,1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 tuwəl ńɔ̄χəs ńɔ̄wəl ta pētlı̮ɣtɒs,1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam
 χolitan alpəl KPN tuu ul'a tuꞩtı̮ɣpɒs,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 pı̮ɣriꞩe wos alite,1,AP,PV,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
 -naŋ pı̮ɣriꞩən ti χɔ̄tɒl alapeln,1,AP,APV,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 āni wȯı̯eln,1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,barenp,ref,sp,nuniq,nfam
 mań χall wārəste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 -wȯı̯eln ani,1,AP,VP,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg
 -ı̯anɣı̮ɣ punsəln!,1,AP,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
" - āt'i, am at punsilum",1,AP,AV,NoPtcl,npst,ind,neg,pfv,1,sg,pron,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 - at nè punsilən,1,AP,V,NoPtcl,npst,irr,neg,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 ani tı̮ɣ maı̯eln,1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,barenp,top,sp,uniq,strg
 ta almaı̯aste,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 ńɔ̄wəl' lōmt ta tɔ̄u̯məs,1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 tēntèn ɔ̄s astəsaɣŭm,1,AP,PV,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,H,du,pron,act,sp,uniq,strg
 - āwi torɣen ı̯anɣı̮ɣ punseln!,1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg
 - āt'i at punsilum!,1,AP,V,NoPtcl,npst,ind,neg,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 tan ɔ̄s man χalkwenəl tuwəl ta wiste,1,AP,AV,ta,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
